row_id,split,match_name,question,market_type,metric,threshold,period,team,opponent,team_normalized,opponent_normalized,label,home_elo_before,away_elo_before,elo_diff,abs_elo_diff,expected_home_score,home_fifa_points,away_fifa_points,fifa_points_diff,match_weight,neutral,home_confederation_weight,away_confederation_weight,home_last_5_points,away_last_5_points,last_5_points_diff,home_last_10_points,away_last_10_points,last_10_points_diff,home_last_5_goals_for,away_last_5_goals_for,last_5_goals_for_diff,home_last_5_goals_against,away_last_5_goals_against,last_5_goals_against_diff,home_last_10_win_rate,away_last_10_win_rate,last_10_win_rate_diff,home_weighted_points_per_match,away_weighted_points_per_match,weighted_points_per_match_diff,home_weighted_goal_diff_per_match,away_weighted_goal_diff_per_match,weighted_goal_diff_per_match_diff,home_matches_last_365_days,away_matches_last_365_days,matches_last_365_days_diff,stat_home_win_probability,stat_away_win_probability,stat_over_2_5_probability,stat_btts_probability,stat_home_scores_1_plus_probability,stat_away_scores_1_plus_probability,team_current_tournament_matches,team_current_tournament_points_per_match,team_current_tournament_goal_difference_per_match,opponent_current_tournament_matches,opponent_current_tournament_points_per_match,opponent_current_tournament_goal_difference_per_match
89051d35-6048-480e-a2f7-925ac9346337,current_unlabeled,ALG vs AUT,Will Algeria commit more fouls than Austria?,team_metric_more_than_opponent,fouls,,match,Algeria,Austria,algeria,austria,,1575.89,1610.47,-34.57999999999993,34.57999999999993,0.4503990550894491,1571.03,1597.4,-26.37000000000012,1.45,1.0,0.88,1.0,10.0,13.0,-3.0,22.0,25.0,-3.0,2.4,2.2,0.19999999999999973,0.6,0.6,0.0,0.7,0.8,-0.10000000000000009,1.0706627906976744,1.0160972222222222,0.05456556847545224,0.6147906976744186,0.5233055555555555,0.09148514211886316,40.0,28.0,12.0,0.32601324884350613,0.3978187511564939,0.427854974124946,0.520788888888889,0.6434000000000001,0.6966,0,0.0,0.0,0,0.0,0.0
ddb88604-c5b2-41e4-b54c-3a6251ca225a,current_unlabeled,ALG vs AUT,Will Algeria have 3 or more shots on target?,team_metric_over,shots_on_target,3,match,Algeria,Austria,algeria,austria,,1575.89,1610.47,-34.57999999999993,34.57999999999993,0.4503990550894491,1571.03,1597.4,-26.37000000000012,1.45,1.0,0.88,1.0,10.0,13.0,-3.0,22.0,25.0,-3.0,2.4,2.2,0.19999999999999973,0.6,0.6,0.0,0.7,0.8,-0.10000000000000009,1.0706627906976744,1.0160972222222222,0.05456556847545224,0.6147906976744186,0.5233055555555555,0.09148514211886316,40.0,28.0,12.0,0.32601324884350613,0.3978187511564939,0.427854974124946,0.520788888888889,0.6434000000000001,0.6966,0,0.0,0.0,0,0.0,0.0
3d4d7f4a-ad8a-43f4-a5a6-f777e18c7c76,current_unlabeled,ALG vs AUT,Will Algeria win the match?,match_winner,goals,,match,Algeria,Austria,algeria,austria,,1575.89,1610.47,-34.57999999999993,34.57999999999993,0.4503990550894491,1571.03,1597.4,-26.37000000000012,1.45,1.0,0.88,1.0,10.0,13.0,-3.0,22.0,25.0,-3.0,2.4,2.2,0.19999999999999973,0.6,0.6,0.0,0.7,0.8,-0.10000000000000009,1.0706627906976744,1.0160972222222222,0.05456556847545224,0.6147906976744186,0.5233055555555555,0.09148514211886316,40.0,28.0,12.0,0.32601324884350613,0.3978187511564939,0.427854974124946,0.520788888888889,0.6434000000000001,0.6966,0,0.0,0.0,0,0.0,0.0
a42becae-4a32-411a-904a-813bb1a2af6b,current_unlabeled,ALG vs AUT,Will Austria have 5 or more shots on target?,team_metric_over,shots_on_target,5,match,Austria,Algeria,austria,algeria,,1575.89,1610.47,-34.57999999999993,34.57999999999993,0.4503990550894491,1571.03,1597.4,-26.37000000000012,1.45,1.0,0.88,1.0,10.0,13.0,-3.0,22.0,25.0,-3.0,2.4,2.2,0.19999999999999973,0.6,0.6,0.0,0.7,0.8,-0.10000000000000009,1.0706627906976744,1.0160972222222222,0.05456556847545224,0.6147906976744186,0.5233055555555555,0.09148514211886316,40.0,28.0,12.0,0.32601324884350613,0.3978187511564939,0.427854974124946,0.520788888888889,0.6434000000000001,0.6966,0,0.0,0.0,0,0.0,0.0
4e2fd55d-652b-4fb5-9375-31e382bada1c,current_unlabeled,ALG vs AUT,Will Austria have more shots on target than Algeria in the second half?,team_metric_more_than_opponent,shots_on_target,,second_half,Austria,Algeria,austria,algeria,,1575.89,1610.47,-34.57999999999993,34.57999999999993,0.4503990550894491,1571.03,1597.4,-26.37000000000012,1.45,1.0,0.88,1.0,10.0,13.0,-3.0,22.0,25.0,-3.0,2.4,2.2,0.19999999999999973,0.6,0.6,0.0,0.7,0.8,-0.10000000000000009,1.0706627906976744,1.0160972222222222,0.05456556847545224,0.6147906976744186,0.5233055555555555,0.09148514211886316,40.0,28.0,12.0,0.32601324884350613,0.3978187511564939,0.427854974124946,0.520788888888889,0.6434000000000001,0.6966,0,0.0,0.0,0,0.0,0.0
11105aab-6512-426a-8398-c59c4b8ba8e4,current_unlabeled,ALG vs AUT,Will Austria receive more cards than Algeria?,team_metric_more_than_opponent,cards,,match,Austria,Algeria,austria,algeria,,1575.89,1610.47,-34.57999999999993,34.57999999999993,0.4503990550894491,1571.03,1597.4,-26.37000000000012,1.45,1.0,0.88,1.0,10.0,13.0,-3.0,22.0,25.0,-3.0,2.4,2.2,0.19999999999999973,0.6,0.6,0.0,0.7,0.8,-0.10000000000000009,1.0706627906976744,1.0160972222222222,0.05456556847545224,0.6147906976744186,0.5233055555555555,0.09148514211886316,40.0,28.0,12.0,0.32601324884350613,0.3978187511564939,0.427854974124946,0.520788888888889,0.6434000000000001,0.6966,0,0.0,0.0,0,0.0,0.0
37f1e3ff-3bb5-41e3-b1d3-cf9bf02eefa0,current_unlabeled,ALG vs AUT,Will Austria score more goals than Algeria in the second half?,team_metric_more_than_opponent,goals,,second_half,Austria,Algeria,austria,algeria,,1575.89,1610.47,-34.57999999999993,34.57999999999993,0.4503990550894491,1571.03,1597.4,-26.37000000000012,1.45,1.0,0.88,1.0,10.0,13.0,-3.0,22.0,25.0,-3.0,2.4,2.2,0.19999999999999973,0.6,0.6,0.0,0.7,0.8,-0.10000000000000009,1.0706627906976744,1.0160972222222222,0.05456556847545224,0.6147906976744186,0.5233055555555555,0.09148514211886316,40.0,28.0,12.0,0.32601324884350613,0.3978187511564939,0.427854974124946,0.520788888888889,0.6434000000000001,0.6966,0,0.0,0.0,0,0.0,0.0
e7e494aa-0978-4c61-a66e-91876ab893cb,current_unlabeled,ALG vs AUT,Will Austria score the first goal of the second half?,team_first_goal_of_second_half,goals,,second_half,Austria,Algeria,austria,algeria,,1575.89,1610.47,-34.57999999999993,34.57999999999993,0.4503990550894491,1571.03,1597.4,-26.37000000000012,1.45,1.0,0.88,1.0,10.0,13.0,-3.0,22.0,25.0,-3.0,2.4,2.2,0.19999999999999973,0.6,0.6,0.0,0.7,0.8,-0.10000000000000009,1.0706627906976744,1.0160972222222222,0.05456556847545224,0.6147906976744186,0.5233055555555555,0.09148514211886316,40.0,28.0,12.0,0.32601324884350613,0.3978187511564939,0.427854974124946,0.520788888888889,0.6434000000000001,0.6966,0,0.0,0.0,0,0.0,0.0
0689d420-b2dc-4ad5-bcf7-4f62a43ae956,current_unlabeled,ALG vs AUT,Will Marcel Sabitzer have at least 1 shot on target?,player_shot_on_target,shots_on_target,1,match,Algeria,Austria,algeria,austria,,1575.89,1610.47,-34.57999999999993,34.57999999999993,0.4503990550894491,1571.03,1597.4,-26.37000000000012,1.45,1.0,0.88,1.0,10.0,13.0,-3.0,22.0,25.0,-3.0,2.4,2.2,0.19999999999999973,0.6,0.6,0.0,0.7,0.8,-0.10000000000000009,1.0706627906976744,1.0160972222222222,0.05456556847545224,0.6147906976744186,0.5233055555555555,0.09148514211886316,40.0,28.0,12.0,0.32601324884350613,0.3978187511564939,0.427854974124946,0.520788888888889,0.6434000000000001,0.6966,0,0.0,0.0,0,0.0,0.0
65e32b43-e8cc-4a03-9e13-378ab6b950b6,current_unlabeled,ALG vs AUT,Will there be 9 or more total corner kicks?,total_metric_over,corners,9,match,Algeria,Austria,algeria,austria,,1575.89,1610.47,-34.57999999999993,34.57999999999993,0.4503990550894491,1571.03,1597.4,-26.37000000000012,1.45,1.0,0.88,1.0,10.0,13.0,-3.0,22.0,25.0,-3.0,2.4,2.2,0.19999999999999973,0.6,0.6,0.0,0.7,0.8,-0.10000000000000009,1.0706627906976744,1.0160972222222222,0.05456556847545224,0.6147906976744186,0.5233055555555555,0.09148514211886316,40.0,28.0,12.0,0.32601324884350613,0.3978187511564939,0.427854974124946,0.520788888888889,0.6434000000000001,0.6966,0,0.0,0.0,0,0.0,0.0
